Aeronave,Destination_Type,Origin_Type,Capacity,Passengers,Bookings,Route,STD_Month,STA_Month,STD_Block,STA_Block
XA-VXK,2,1,240,,,19,3,3,11,14
XA-VAY,2,4,186,,,14,3,3,8,10
XA-VAU,2,2,186,,,2,1,1,1,6
XA-VAM,1,1,180,,,13,1,1,9,11
XA-VAU,2,2,186,,,2,1,1,1,6
XA-VXJ,2,1,240,,,18,3,3,20,21
XA-VAK,3,1,186,,,21,1,1,9,10
XA-VXL,2,2,240,,,2,3,3,1,5
XA-VAO,1,1,186,,,13,2,2,8,10
XA-VBP,2,1,220,,,7,1,1,6,8
XA-VAE,2,2,186,,,27,4,4,12,16
XA-VAY,3,1,186,,,12,2,2,8,10
9H-SWF,3,1,178,,,6,3,3,13,13
XA-VAT,3,1,186,,,6,1,1,13,13
9H-AMV,2,1,178,,,17,4,4,8,9
XA-VBI,2,1,220,,,7,2,2,6,8
XA-VAW,2,4,186,,,14,1,1,8,9
XA-VYD,2,1,180,,,18,4,4,21,22
XA-VAX,1,1,186,,,13,4,4,9,12
XA-VXK,3,1,240,,,9,2,2,16,17
XA-VAJ,1,1,186,,,13,3,3,9,11
9H-SWC,3,1,178,,,6,4,4,13,13
XA-VIK,3,1,186,,,6,1,1,13,13
XA-VXE,2,1,240,,,16,2,2,12,12
9H-SWF,3,1,178,,,6,3,3,13,13
XA-VXO,2,1,240,,,7,4,4,6,8
XA-VBH,2,1,240,,,19,1,1,11,14
XA-VBY,2,1,240,,,18,3,3,18,20
XA-VXP,2,2,240,,,2,3,3,1,5
XA-VXM,2,4,240,,,15,2,2,13,15
XA-VXN,2,1,240,,,7,4,4,6,8
XA-VAR,1,1,186,,,13,4,4,9,12
XA-VBR,2,2,240,,,2,1,1,17,22
XA-VIP,3,1,186,,,9,3,3,7,8
XA-VBV,2,1,220,,,18,1,1,18,20
XA-VAJ,3,1,186,,,10,4,4,11,14
9H-AMM,3,1,178,,,21,3,3,9,10
XA-VBN,2,1,220,,,7,5,5,6,8
9H-SWF,3,1,178,,,6,5,5,13,13
XA-VAV,2,2,186,,,2,1,1,1,6
XA-VBP,2,1,220,,,7,2,2,6,8
XA-VBV,2,1,220,,,19,1,1,11,14
XA-VXL,2,1,240,,,7,4,4,6,7
XA-VAC,3,1,180,,,10,1,1,11,14
XA-VXR,2,1,240,,,16,4,4,14,16
XA-VIP,3,1,186,,,10,2,2,11,14
9H-AMM,3,1,178,,,21,3,3,9,10
9H-AML,3,1,178,,,21,3,3,9,10
XA-VXD,2,2,240,,,2,4,4,1,5
XA-VAI,1,1,180,,,1,1,1,12,14
9H-AMM,3,1,178,,,4,1,1,9,10
9H-AML,2,1,178,,,3,3,3,21,22
XA-VBT,2,1,220,,,7,2,2,6,8
XA-VYD,2,1,180,,,18,3,3,18,20
XA-VAP,3,1,186,,,22,4,4,14,17
XA-VXN,2,2,240,,,2,4,4,1,5
XA-VAV,3,1,186,,,21,1,1,9,10
XA-VIS,2,1,186,,,17,4,4,11,12
XA-VXI,2,1,240,,,3,2,2,21,22
XA-VXK,2,1,240,,,7,2,2,6,8
XA-VAI,3,3,180,,,5,4,4,18,19
9H-MLV,3,1,178,,,21,2,2,9,10
XA-VBI,3,1,220,,,9,2,2,16,17
XA-VIS,2,1,186,,,16,2,2,12,12
XA-VXI,2,1,240,,,3,1,1,18,18
9H-SWF,3,1,178,,,6,4,4,13,13
XA-VAK,2,1,186,,,3,2,2,21,22
XA-VBY,2,1,240,,,16,1,1,12,12
XA-VYB,3,1,180,,,10,2,2,11,14
9H-AMP,3,1,178,,,4,3,3,9,10
XA-VIH,3,1,186,,,21,1,1,9,10
XA-VIL,3,1,186,,,22,5,5,14,17
XA-VAE,3,1,186,,,6,1,1,13,13
XA-VAP,2,2,186,,,2,1,1,9,14
XA-VXH,2,2,240,,,2,4,4,1,5
XA-VXJ,2,2,240,,,2,2,2,1,6
9H-SWG,2,4,178,,,14,4,4,18,20
XA-VXO,2,2,240,,,2,4,4,1,5
XA-VXK,2,1,240,,,16,4,4,14,16
XA-VAT,2,2,186,,,2,1,1,13,18
XA-VAN,1,1,186,,,13,3,3,8,11
XA-VAQ,3,1,186,,,10,1,1,11,14
XA-VIY,3,1,186,,,9,3,3,7,9
XA-VXP,2,2,240,,,2,3,3,1,5
XA-VIS,3,1,186,,,9,2,2,17,18
XA-VXC,2,2,240,,,2,3,3,1,5
9H-SWF,3,1,178,,,6,3,3,13,13
XA-VBN,2,1,220,,,19,3,3,6,8
XA-VXN,2,4,240,,,15,4,4,14,16
XA-VXN,2,1,240,,,16,1,1,12,12
XA-VAV,3,1,186,,,10,4,4,11,14
XA-VIY,3,1,186,,,6,2,2,13,13
XA-VIU,2,4,186,,,14,2,2,8,9
XA-VAC,2,4,180,,,14,4,4,13,15
XA-VXN,2,4,240,,,15,4,4,14,16
XA-VBP,2,1,220,,,7,1,1,6,8
XA-VXJ,2,2,240,,,2,3,3,1,6
9H-SWI,3,1,178,,,6,1,1,13,13
XA-VXD,3,3,240,,,5,1,1,18,19
XA-VYB,3,1,180,,,10,3,3,11,14
XA-VIL,1,1,186,,,13,3,3,9,11
XA-VAP,3,1,186,,,10,3,3,11,14
XA-VBM,2,2,240,,,2,2,2,1,6
9H-SWB,3,1,178,,,21,4,4,16,17
XA-VAY,2,4,186,,,14,3,3,8,10
XA-VBM,2,1,240,,,7,4,4,6,8
XA-VBT,2,2,220,,,2,1,1,17,22
XA-VAT,3,1,186,,,10,1,1,11,14
XA-VYB,3,1,180,,,10,4,4,11,14
XA-VAC,3,1,180,,,10,1,1,11,14
XA-VYE,2,4,180,,,14,4,4,13,15
XA-VXJ,2,2,240,,,2,1,1,17,22
XA-VBM,2,4,240,,,15,2,2,13,15
XA-VXM,2,4,240,,,15,3,3,13,15
XA-VAP,2,1,186,,,16,2,2,12,12
XA-VIL,3,1,186,,,10,4,4,11,14
XA-VXJ,2,2,240,,,2,2,2,1,6
XA-VXD,2,1,240,,,17,1,1,19,20
XA-VAR,3,1,186,,,6,1,1,13,13
XA-VAE,2,1,186,,,7,3,3,6,8
XA-VAT,3,1,186,,,10,2,2,11,14
XA-VXL,2,4,240,,,15,3,3,13,15
XA-VAO,1,1,186,,,13,2,2,8,10
XA-VAX,2,1,186,,,16,3,3,12,12
XA-VAC,2,1,180,,,7,3,3,6,8
9H-SWI,3,1,178,,,6,2,2,13,13
9H-SWD,2,1,178,,,17,3,3,19,20
XA-VXJ,2,2,240,,,2,3,3,1,6
XA-VYB,3,1,180,,,8,4,4,17,18
XA-VBP,2,1,220,,,7,2,2,6,8
XA-VYF,1,1,180,,,1,1,1,12,14
XA-VAU,2,4,186,,,14,2,2,8,9
XA-VAR,3,1,186,,,21,3,3,21,22
9H-MLV,2,1,180,,,18,5,5,21,22
XA-VBI,2,1,220,,,7,1,1,7,8
XA-VAU,2,1,186,,,17,4,4,11,12
XA-VIU,2,1,186,,,16,2,2,12,12
XA-VYE,2,4,180,,,15,1,1,13,15
XA-VAW,2,3,186,,,32,1,1,16,17
XA-VIE,2,1,186,,,7,2,2,6,8
XA-VAQ,1,1,186,,,13,1,1,8,10
9H-AMM,3,3,178,,,5,3,3,18,19
XA-VYB,3,3,180,,,5,4,4,18,19
XA-VBX,2,1,240,,,3,3,3,13,14
XA-VII,3,1,186,,,10,4,4,11,14
XA-VBV,3,1,220,,,9,1,1,16,17
XA-VYE,2,2,180,,,2,1,1,1,6
XA-VAR,2,1,186,,,33,1,1,16,17
9H-SWI,3,1,178,,,6,3,3,13,13
XA-VAA,3,1,186,,,10,2,2,11,14
XA-VXD,2,1,240,,,7,4,4,6,7
XA-VXJ,2,2,240,,,2,3,3,1,6
XA-VII,2,1,186,,,3,2,2,21,22
XA-VAW,2,2,186,,,2,1,1,1,6
XA-VXH,2,2,240,,,2,4,4,1,5
9H-SWM,3,1,178,,,6,5,5,13,13
XA-VBQ,2,1,220,,,3,4,4,20,21
XA-VAJ,3,1,186,,,10,3,3,11,14
XA-VIP,2,1,186,,,7,2,2,6,8
XA-VXJ,2,2,240,,,2,2,2,1,6
XA-VXD,2,1,240,,,7,4,4,6,7
XA-VAY,3,1,186,,,10,2,2,11,14
XA-VAN,3,1,186,,,10,4,4,11,14
XA-VAI,3,1,180,,,10,1,1,11,14
XA-VAT,2,1,186,,,17,4,4,11,12
9H-AMP,3,1,178,,,4,3,3,9,10
XA-VAK,3,3,186,,,5,4,4,18,19
9H-MLX,3,1,178,,,21,4,4,16,17
XA-VIS,3,1,186,,,10,2,2,11,14
XA-VIE,3,1,186,,,9,2,2,7,9
XA-VIN,2,1,186,,,18,4,4,21,22
XA-VAT,3,1,186,,,10,2,2,11,14
XA-VYD,1,1,180,,,13,4,4,9,12
XA-VXJ,2,4,240,,,15,2,2,13,15
XA-VBU,2,1,240,,,7,5,5,5,7
XA-VII,3,1,186,,,9,2,2,7,8
XA-VIV,2,1,186,,,18,1,1,7,9
XA-VBT,2,1,220,,,7,2,2,6,8
XA-VBN,2,1,220,,,7,3,3,6,8
XA-VIP,3,1,186,,,6,1,1,13,13
XA-VXH,2,2,240,,,2,4,4,1,5
XA-VXO,2,1,240,,,7,5,5,6,8
XA-VXH,2,4,240,,,15,5,5,14,16
XA-VAW,1,1,186,,,13,4,4,9,12
XA-VXE,2,1,240,,,18,3,3,18,20
9H-SWI,3,1,178,,,6,3,3,13,13
XA-VAM,3,1,180,,,22,4,4,14,17
XA-VAI,1,1,180,,,13,4,4,9,12
XA-VYA,3,1,180,,,9,3,3,7,8
XA-VAE,3,1,186,,,10,3,3,11,14
XA-VBT,2,2,220,,,2,1,1,17,22
XA-VAT,3,1,186,,,9,2,2,7,8
9H-SWC,3,1,178,,,6,4,4,13,13
XA-VAX,2,1,186,,,19,4,4,11,14
XA-VIY,2,2,186,,,2,1,1,1,6
XA-VXF,2,2,240,,,2,1,1,17,22
XA-VXD,2,2,240,,,2,4,4,1,5
XA-VAU,2,1,186,,,3,3,3,18,19
9H-AML,3,1,178,,,21,4,4,16,17
XA-VBW,2,1,220,,,7,3,3,6,8
XA-VAW,2,4,186,,,15,1,1,13,15
XA-VBM,2,1,240,,,17,1,1,19,20
XA-VAT,3,1,186,,,9,2,2,7,9
XA-VXM,2,2,240,,,2,2,2,1,6
XA-VCC,2,1,230,,,7,1,1,7,8
XA-VIK,2,1,186,,,17,2,2,19,20
XA-VIE,3,1,186,,,10,2,2,11,14
9H-SWC,3,1,178,,,6,4,4,13,13
9H-MLC,3,1,178,,,6,3,3,13,13
9H-MLV,3,1,178,,,4,2,2,9,10
9H-MLC,3,1,178,,,6,4,4,13,13
9H-AMP,3,3,178,,,5,3,3,18,19
XA-VXE,2,1,240,,,18,1,1,18,20
XA-VXQ,2,1,240,,,7,4,4,6,8
XA-VYA,3,1,180,,,25,4,4,13,16
XA-VYF,3,1,180,,,4,1,1,9,10
XA-VAO,2,1,186,,,17,4,4,8,9
XA-VIH,2,1,186,,,19,1,1,11,14
XA-VBP,3,1,220,,,9,3,3,16,18
9H-AMV,3,1,178,,,4,1,1,9,10
XA-VXF,2,1,240,,,16,3,3,12,13
XA-VAQ,2,4,186,,,14,2,2,8,9
XA-VAJ,2,1,186,,,19,2,2,11,14
XA-VAC,3,1,186,,,4,1,1,9,10
XA-VYB,3,1,180,,,10,3,3,11,14
XA-VIL,2,1,186,,,28,5,5,5,7
XA-VII,3,1,186,,,10,4,4,11,14
XA-VBT,3,1,220,,,9,2,2,16,17
9H-AMI,3,1,178,,,21,4,4,16,17
9H-MLC,3,1,178,,,6,2,2,13,13
XA-VBM,2,1,240,,,19,3,3,12,14
XA-VBI,2,1,220,,,3,4,4,20,21
9H-MLV,3,3,178,,,5,2,2,18,19
XA-VIX,3,1,186,,,25,4,4,13,16
XA-VXP,2,4,240,,,15,2,2,13,15
XA-VYB,3,1,180,,,10,3,3,11,14
XA-VXB,2,1,240,,,3,1,1,21,22
9H-MLV,2,1,178,,,17,2,2,17,18
XA-VBP,2,1,220,,,3,4,4,20,21
XA-VBU,2,1,220,,,19,2,2,11,14
XA-VIF,3,1,186,,,21,1,1,9,10
XA-VXC,2,1,240,,,16,1,1,12,12
XA-VAT,3,1,186,,,21,1,1,9,10
XA-VYF,3,1,180,,,21,1,1,9,10
XA-VCC,2,1,230,,,7,1,1,6,8
XA-VAM,3,1,180,,,25,4,4,13,16
9H-MLC,3,1,178,,,6,2,2,13,13
XA-VAY,2,4,186,,,14,3,3,8,10
XA-VBI,2,1,220,,,19,3,3,6,8
XA-VBV,2,1,220,,,7,1,1,6,8
XA-VAW,2,4,186,,,15,1,1,13,15
9H-SWD,2,4,178,,,14,4,4,18,20
XA-VAR,3,1,186,,,6,1,1,13,13
XA-VXH,3,1,240,,,26,1,1,14,15
XA-VBW,2,1,220,,,7,2,2,6,8
XA-VYE,2,1,180,,,3,1,1,21,22
XA-VAK,2,1,186,,,17,5,5,11,12
XA-VXN,1,1,240,,,1,1,1,12,14
XA-VIE,2,1,186,,,7,3,3,6,8
9H-SWM,2,1,178,,,3,3,3,21,22
XA-VXP,2,2,240,,,2,3,3,1,5
XA-VAK,2,2,186,,,27,4,4,14,18
XA-VIX,3,1,186,,,10,2,2,11,14
XA-VAY,3,1,186,,,10,2,2,11,14
XA-VXF,2,2,240,,,2,1,1,18,23
XA-VXM,2,2,240,,,2,2,2,1,6
XA-VIY,2,4,186,,,15,1,1,13,15
XA-VBM,2,1,240,,,7,4,4,6,8
9H-SWM,2,1,178,,,18,1,1,7,9
XA-VYD,3,1,180,,,10,1,1,11,14
9H-SWI,3,1,178,,,6,1,1,13,13
XA-VIA,3,1,186,,,6,1,1,13,13
XA-VBV,2,1,220,,,3,4,4,20,21
XA-VAO,2,4,186,,,14,2,2,8,9
9H-AMJ,3,1,178,,,4,4,4,18,19
XA-VAY,3,1,186,,,9,2,2,17,18
XA-VIE,3,1,186,,,10,2,2,11,14
XA-VIL,2,1,186,,,3,1,1,21,22
XA-VYF,2,1,180,,,18,1,1,7,9
XA-VXR,2,1,240,,,16,4,4,14,16
XA-VAO,2,1,186,,,18,4,4,21,22
XA-VXC,2,2,240,,,2,3,3,1,5
9H-AMP,3,3,178,,,5,3,3,18,19
XA-VXC,2,1,240,,,16,2,2,12,12
9H-AMJ,2,1,178,,,19,4,4,8,10
XA-VAE,3,1,186,,,10,1,1,11,14
9H-SWF,3,1,178,,,6,3,3,13,13
XA-VII,3,1,186,,,9,3,3,17,18
XA-VBU,2,1,220,,,7,1,1,6,8
XA-VYD,3,1,180,,,10,1,1,11,14
XA-VYE,2,4,180,,,15,1,1,13,15
9H-SWJ,3,1,178,,,21,2,2,9,10
XA-VAR,2,1,186,,,19,4,4,8,10
9H-AMI,3,1,178,,,6,3,3,13,13
9H-SWI,3,1,178,,,6,3,3,13,13
XA-VAO,2,1,186,,,18,4,4,21,22
XA-VBS,2,1,240,,,18,1,1,18,20
XA-VAC,2,1,180,,,16,2,2,12,12
XA-VAN,3,1,186,,,8,4,4,17,18
XA-VIU,3,1,186,,,6,1,1,13,13
XA-VXH,2,2,240,,,2,4,4,1,5
XA-VIE,3,1,186,,,9,2,2,7,9
XA-VBK,2,1,240,,,7,1,1,6,8
XA-VXP,2,1,240,,,18,2,2,18,20
XA-VAM,2,1,180,,,17,3,3,19,20
XA-VYE,3,1,180,,,21,1,1,9,10
XA-VAX,1,1,186,,,13,5,5,9,12
9H-SWA,2,1,178,,,19,4,4,8,10
XA-VYB,3,1,180,,,10,2,2,11,14
9H-SWJ,3,1,178,,,21,3,3,9,10
XA-VBY,2,1,240,,,16,1,1,12,12
XA-VXH,2,2,240,,,2,4,4,1,5
XA-VXP,2,1,240,,,16,4,4,14,16
XA-VAC,2,1,180,,,7,5,5,5,7
XA-VAV,2,4,186,,,14,4,4,13,15
XA-VXD,2,1,240,,,16,1,1,12,12
XA-VAP,2,4,186,,,15,1,1,13,15
XA-VYF,2,1,180,,,17,4,4,11,12
XA-VAX,2,1,186,,,16,2,2,12,12
XA-VIY,3,3,186,,,5,3,3,18,19
XA-VXN,2,1,240,,,16,2,2,12,12
XA-VAV,2,2,186,,,2,1,1,1,6
XA-VII,3,1,186,,,22,4,4,14,17
XA-VAA,3,1,186,,,10,2,2,11,14
XA-VIX,2,1,186,,,17,4,4,11,12
9H-MLV,3,3,178,,,5,3,3,18,19
XA-VXP,2,4,240,,,15,4,4,14,16
XA-VAC,3,1,180,,,9,1,1,17,18
XA-VAW,2,2,186,,,2,1,1,1,6
XA-VAP,1,1,186,,,13,5,5,9,12
XA-VAA,3,1,186,,,10,1,1,11,14
XA-VIL,3,1,186,,,9,1,1,15,17
XA-VIN,3,1,186,,,26,3,3,7,8
9H-MLB,3,1,178,,,6,3,3,13,13
9H-SWI,3,1,178,,,6,2,2,13,13
XA-VXP,2,1,240,,,7,1,1,6,8
9H-MLC,3,1,178,,,6,3,3,13,13
XA-VXQ,2,1,240,,,7,4,4,5,6
XA-VXJ,2,2,240,,,2,3,3,1,6
XA-VII,3,3,186,,,5,4,4,18,19
XA-VXP,2,1,240,,,7,1,1,6,8
XA-VIE,2,1,186,,,7,3,3,6,8
XA-VBM,2,1,240,,,7,4,4,6,8
XA-VXJ,2,2,240,,,2,2,2,1,6
XA-VAP,2,2,186,,,2,1,1,1,6
XA-VXJ,2,2,240,,,2,2,2,1,6
XA-VXI,2,1,240,,,17,3,3,17,18
XA-VIP,2,1,186,,,17,2,2,17,18
XA-VIL,3,1,186,,,10,4,4,11,14
9H-SWI,3,1,178,,,6,3,3,13,13
XA-VYE,3,1,180,,,22,4,4,14,17
9H-SWC,3,1,178,,,6,4,4,13,13
XA-VBZ,2,1,236,,,3,1,1,18,18
XA-VIY,3,1,186,,,9,3,3,17,18
XA-VXR,2,2,240,,,2,4,4,1,5
9H-SWF,3,1,178,,,6,4,4,13,13
XA-VXK,2,2,240,,,2,5,5,1,5
XA-VXL,2,1,240,,,7,4,4,6,8
XA-VIU,1,1,186,,,13,1,1,8,10
XA-VYB,3,1,180,,,10,4,4,11,14
XA-VXO,2,2,240,,,2,3,3,1,6
XA-VIE,3,1,186,,,9,2,2,7,8
9H-SWJ,3,1,178,,,4,3,3,9,10
XA-VYA,3,1,180,,,6,1,1,13,13
XA-VAE,3,1,186,,,9,3,3,17,18
XA-VXI,2,1,240,,,7,3,3,6,8
XA-VYF,1,1,180,,,13,2,2,8,10
XA-VXN,2,2,240,,,2,4,4,1,5
9H-MLC,3,1,178,,,6,3,3,13,13
9H-SWF,3,1,178,,,6,3,3,13,13
XA-VIK,3,1,186,,,21,5,5,16,17
9H-SWJ,3,1,178,,,4,2,2,9,10
XA-VBV,2,1,220,,,7,1,1,6,8
XA-VAW,3,1,186,,,25,5,5,14,17
9H-SWC,3,1,178,,,6,2,2,13,13
XA-VXM,2,2,240,,,2,2,2,1,6
9H-MLX,3,1,178,,,6,2,2,13,13
XA-VBT,2,1,220,,,3,2,2,21,22
XA-VBW,3,1,220,,,6,1,1,13,13
XA-VAR,2,1,186,,,18,4,4,19,21
XA-VYD,3,1,180,,,10,1,1,11,14
XA-VBX,2,2,240,,,2,4,4,1,5
9H-SWI,3,1,178,,,6,3,3,13,13
XA-VXB,2,1,240,,,16,1,1,12,12
9H-SWJ,2,1,178,,,17,2,2,17,18
9H-SWC,3,1,178,,,6,4,4,13,13
XA-VXH,2,2,240,,,2,4,4,1,5
XA-VXO,2,2,240,,,2,4,4,1,5
XA-VAC,2,1,180,,,7,3,3,6,8
XA-VAM,2,4,180,,,14,2,2,8,9
XA-VBP,2,1,220,,,7,1,1,6,8
XA-VBJ,3,1,220,,,9,3,3,16,18
XA-VXP,2,4,240,,,15,3,3,13,15
9H-SWB,3,1,178,,,21,2,2,9,10
XA-VAT,3,1,186,,,9,1,1,17,18
XA-VAI,2,1,180,,,7,1,1,6,8
XA-VBU,2,1,220,,,7,4,4,6,8
XA-VBI,3,1,220,,,9,1,1,7,8
XA-VAT,2,1,186,,,7,2,2,6,8
XA-VAW,2,2,186,,,2,1,1,1,6
9H-AMM,3,1,178,,,4,2,2,9,10
XA-VYD,3,1,180,,,10,5,5,11,14
XA-VBT,2,1,220,,,7,3,3,6,8
XA-VAN,1,1,186,,,13,3,3,9,12
XA-VYD,3,1,180,,,9,1,1,7,8
XA-VYB,3,1,180,,,10,2,2,11,14
XA-VAJ,3,3,186,,,5,1,1,18,19
XA-VAX,3,1,186,,,25,4,4,13,16
XA-VBI,2,1,220,,,7,1,1,7,8
XA-VAI,3,1,180,,,10,1,1,11,14
XA-VXJ,2,1,240,,,16,4,4,14,16
XA-VXP,2,1,240,,,7,3,3,6,8
XA-VBV,2,1,220,,,19,2,2,11,14
XA-VAI,3,1,180,,,21,3,3,13,15
XA-VAW,2,1,186,,,28,4,4,5,7
XA-VAR,2,1,186,,,19,2,2,11,14
XA-VXN,2,1,240,,,16,4,4,14,16
9H-SWI,3,1,178,,,6,2,2,13,13
XA-VIL,2,4,186,,,14,3,3,8,10
XA-VXE,2,1,240,,,16,1,1,12,12
XA-VBP,2,1,220,,,3,1,1,7,7
9H-MLX,3,1,178,,,21,4,4,16,17
XA-VIX,2,1,186,,,16,2,2,12,12
XA-VAJ,3,1,186,,,9,3,3,17,18
9H-SWM,3,1,178,,,4,1,1,9,10
XA-VIY,2,1,186,,,17,4,4,11,12
XA-VIP,3,3,186,,,5,3,3,18,19
XA-VAQ,3,1,186,,,21,5,5,16,17
9H-MLC,3,1,178,,,6,4,4,13,13
XA-VYF,2,4,180,,,14,1,1,8,9
XA-VIE,3,1,186,,,10,2,2,11,14
9H-SWC,3,1,178,,,6,3,3,13,13
XA-VAI,3,1,180,,,10,2,2,11,14
XA-VXH,2,1,240,,,7,3,3,6,8
XA-VAX,1,1,186,,,13,3,3,9,11
XA-VYF,3,3,180,,,5,1,1,18,19
XA-VIU,2,1,186,,,18,3,3,20,21
9H-SWC,3,1,178,,,6,3,3,13,13
XA-VAV,3,1,186,,,10,1,1,11,14
XA-VXH,2,1,240,,,17,1,1,9,9
XA-VXM,2,2,240,,,2,2,2,1,6
9H-AMJ,3,1,178,,,4,4,4,18,19
9H-SWC,3,3,178,,,5,1,1,18,19
9H-MLX,3,1,178,,,21,4,4,16,17
XA-VBM,2,1,240,,,7,4,4,6,8
9H-SWI,3,1,178,,,6,4,4,13,13
XA-VIS,1,1,186,,,13,3,3,8,11
9H-SWJ,2,4,178,,,14,5,5,15,17
XA-VIS,2,4,186,,,14,1,1,8,9
XA-VIY,3,1,186,,,10,4,4,11,14
9H-MLY,3,3,178,,,5,2,2,18,19
9H-AMP,2,1,178,,,19,5,5,8,10
XA-VXE,2,1,240,,,7,4,4,6,8
XA-VAQ,2,1,186,,,19,4,4,8,10
XA-VBP,2,1,220,,,7,3,3,6,8
XA-VAI,1,1,180,,,13,4,4,9,12
XA-VIH,3,3,186,,,5,4,4,18,19
XA-VXC,2,2,240,,,2,4,4,1,5
XA-VBZ,2,2,236,,,2,1,1,10,15
XA-VBQ,2,1,220,,,7,3,3,6,8
XA-VXL,2,2,240,,,2,3,3,1,5
XA-VAJ,1,1,186,,,13,4,4,9,12
XA-VAW,3,1,186,,,22,4,4,14,17
9H-MLB,3,1,178,,,6,3,3,13,13
9H-MLY,3,3,178,,,5,3,3,18,19
XA-VXC,2,4,240,,,15,3,3,13,15
XA-VYB,3,1,180,,,10,3,3,11,14
XA-VBP,2,1,220,,,7,2,2,6,8
XA-VIE,3,1,186,,,12,3,3,14,15
XA-VXH,2,2,240,,,2,4,4,1,5
9H-MLY,3,1,178,,,4,3,3,9,10
XA-VAI,3,1,180,,,10,4,4,11,14
XA-VAY,3,1,186,,,25,4,4,13,16
XA-VBK,2,1,240,,,16,1,1,12,12
XA-VCC,2,1,230,,,7,1,1,6,8
9H-AMP,2,1,178,,,16,3,3,12,12
XA-VYE,2,2,180,,,2,1,1,10,15
XA-VXE,2,1,240,,,7,4,4,6,7
XA-VAQ,2,2,186,,,27,4,4,14,18
9H-AMV,3,3,178,,,5,2,2,18,19
XA-VAE,3,1,186,,,6,1,1,13,13
XA-VXM,2,2,240,,,2,3,3,1,5
9H-MLB,3,1,178,,,6,3,3,13,13
XA-VAN,3,1,186,,,10,4,4,11,14
XA-VXI,2,1,240,,,7,3,3,6,8
XA-VXP,2,2,240,,,2,2,2,1,6
XA-VAN,1,1,186,,,13,3,3,9,12
XA-VAY,3,1,186,,,9,2,2,7,8
XA-VXQ,2,1,240,,,7,4,4,6,8
XA-VXM,2,4,240,,,15,2,2,13,15
XA-VCC,2,1,230,,,7,4,4,6,8
XA-VAJ,2,1,186,,,3,2,2,18,18
XA-VYF,2,4,180,,,14,3,3,8,10
XA-VAP,3,3,186,,,5,4,4,18,19
XA-VYD,3,1,180,,,10,1,1,11,14
XA-VBT,2,2,220,,,2,1,1,1,6
XA-VAK,3,1,186,,,21,3,3,13,15
XA-VXQ,2,1,240,,,7,4,4,6,7
XA-VYF,1,1,180,,,13,3,3,9,12
XA-VAR,2,1,186,,,18,4,4,21,22
9H-SWB,3,1,178,,,21,4,4,16,17
XA-VIY,3,1,186,,,9,3,3,7,9
XA-VAI,3,3,180,,,5,4,4,18,19
XA-VBQ,3,1,220,,,9,3,3,16,18
XA-VAM,3,1,180,,,25,4,4,13,16
9H-AMV,3,1,178,,,4,2,2,9,10
XA-VAC,2,1,180,,,19,1,1,11,14
XA-VCC,2,1,230,,,7,3,3,6,8
XA-VIL,2,1,186,,,18,4,4,21,22
XA-VAW,1,1,186,,,13,4,4,9,12
XA-VIH,3,1,186,,,10,3,3,11,14
XA-VYA,3,1,180,,,25,4,4,13,16
XA-VIU,1,1,186,,,13,2,2,8,10
XA-VCC,2,1,230,,,7,2,2,6,8
XA-VXI,3,3,240,,,5,1,1,19,20
9H-AMV,3,1,178,,,6,2,2,13,13
XA-VAK,2,4,186,,,14,1,1,8,9
XA-VBX,2,1,240,,,3,4,4,20,21
9H-AMP,3,3,178,,,5,3,3,18,19
XA-VAP,2,2,186,,,2,1,1,1,6
XA-VXN,2,1,240,,,18,2,2,18,20
XA-VYD,3,1,180,,,9,1,1,7,8
XA-VIX,3,1,186,,,10,3,3,11,14
XA-VXI,2,2,240,,,2,4,4,1,5
XA-VYE,2,2,180,,,2,1,1,1,6
XA-VYE,2,1,180,,,17,4,4,8,9
9H-MLB,3,1,178,,,6,4,4,13,13
9H-AML,3,1,178,,,4,4,4,18,19
XA-VBB,3,3,240,,,5,1,1,18,19
9H-AMP,3,1,178,,,21,1,1,9,10
XA-VAJ,2,1,186,,,19,3,3,6,8
XA-VXD,2,1,240,,,16,1,1,12,12
XA-VAR,1,1,186,,,13,4,4,9,12
XA-VBP,2,1,220,,,7,3,3,6,8
9H-SWC,3,1,178,,,6,4,4,13,13
XA-VXI,2,2,240,,,2,4,4,1,5
XA-VAQ,1,1,186,,,13,1,1,8,10
XA-VYD,3,1,180,,,10,1,1,11,14
XA-VBJ,2,1,220,,,3,5,5,20,21
XA-VAR,1,1,186,,,13,4,4,9,12
9H-AMM,2,1,178,,,16,3,3,12,13
9H-AMI,3,1,178,,,21,4,4,16,17
XA-VBP,2,1,220,,,16,1,1,17,18
9H-SWI,3,1,178,,,6,1,1,13,13
XA-VAP,1,1,186,,,13,4,4,9,12
XA-VIK,2,1,186,,,16,2,2,12,12
XA-VAN,2,4,186,,,14,3,3,8,10
XA-VIU,2,1,186,,,19,1,1,15,18
XA-VII,1,1,186,,,13,4,4,9,12
XA-VXO,2,4,240,,,15,4,4,14,16
XA-VYB,3,1,180,,,6,1,1,13,13
9H-MLX,3,1,178,,,6,3,3,13,13
XA-VIY,2,4,186,,,15,1,1,13,15
XA-VXH,2,1,240,,,18,3,3,18,20
XA-VIE,2,1,186,,,3,2,2,14,15
XA-VBJ,2,1,220,,,7,3,3,6,8
